unique_id,case_id_fkey,latitude,longitude,death_datetime,collision_datetime,location,age,sex,deceased,collision_type,street_type,analysis_neighborhood,supervisor_district
20220999,220318297,37.712250862470974,-122.40191474827807,2022-05-15 21:01:00,2022-05-15 21:01:00,Bayshore Blvd at Blanken St,62.0,Male,Pedestrian,Pedestrian vs LRV,City Street,Bayview Hunters Point,10.0
20221031,220750649,37.76586798612152,-122.43102547073026,2022-10-31 11:29:00,2022-10-31 23:30:00,Market St at Sanchez St,57.0,Male,Motorcyclist,Motorcycle Collision,City Street,Castro/Upper Market,8.0
20221089,220604513,37.77779901089096,-122.40029776010545,2022-09-07 22:53:00,2022-09-06 05:30:00,5th St and Bryant St,61.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,South of Market,6.0
20221093,9335-2022-01673,37.77727299909231,-122.40406999963324,2022-09-08 05:19:00,2022-09-08 05:19:00,6th St and Harrison St,16.0,Male,Passenger,Motorcycle Collision,City Street,South of Market,6.0
20221094,220610429,37.79963392970328,-122.43769470533336,2022-09-08 05:38:00,2022-09-07 05:20:00,Lombard St and Steiner St,52.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Marina,2.0
20221109,220592861,37.796899747769274,-122.42196091076138,2022-09-09 17:56:00,2022-09-01 18:25:00,Polk St at Vallejo St,95.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Russian Hill,3.0
20221193,220665725,37.77320951026487,-122.47016269341206,2022-09-29 00:27:00,2022-09-28 23:21:00,Golden Gate Park south of Fulton Street and 12th Avenue,37.0,Male,Driver,Motor Vehicle Collision,City Street,Golden Gate Park,1.0
20221297,220731586,37.744681183663445,-122.48118121488804,2022-10-24 11:03:00,2022-10-24 10:45:00,24th Ave at Santiago St,66.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Sunset/Parkside,4.0
20221300,220726929,37.725692145776314,-122.47510883263776,2022-10-24 03:58:00,2022-10-22 12:41:00,19th Ave at Buckingham Way,75.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Lakeshore,7.0
20221318,220741632,37.76903613690056,-122.41342702246178,2022-10-28 02:12:00,2022-10-25 01:45:00,Harrison St between 13th St and 14th St,48.0,Male,Motorcyclist,Motorcycle Collision,City Street,Mission,9.0
20221535,220838160,37.71420819815295,-122.43617656917128,2022-11-21 04:15:00,2022-12-06 22:13:00,Geneva Ave and Naples St,51.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Excelsior,11.0
20221537,220838671,37.748211998287765,-122.41586300015338,2022-12-07 09:34:00,2022-12-07 09:20:00,Cesar Chavez St and South Van Ness  Ave,29.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,Bernal Heights,9.0
20221538,2208401437,37.71243621175055,-122.43007433122538,2022-12-07 19:43:00,2022-12-07 19:33:00,Geneva Ave east of Prague St,55.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Excelsior,11.0
20221581,,37.729222731071474,-122.41519258838916,2022-12-15 11:55:00,2022-11-27 13:00:00,Silver Ave at University St,80.0,Male,Standup Powered Device Rider,e-Scooter Collision,City Street,Portola,9.0
20221632,220879277,37.80645395217273,-122.43639239245653,2022-12-24 05:07:00,2022-12-24 05:18:00,Marina Blvd west of Webster St,24.0,Female,Driver,Motor Vehicle Collision,City Street,Marina,2.0
20221662,220887242,37.80612451095784,-122.40954532392044,2022-12-28 05:12:00,2022-12-28 05:01:00,Bay St east of Stockton St,38.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,North Beach,3.0
20221668,220882123,37.78331088989271,-122.4175287731682,2022-12-29 10:04:00,2022-12-25 20:08:00,Larkin St and Eddy St,63.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Tenderloin,5.0
20230008,230002236,37.76835372068856,-122.40781348708222,2023-01-01 22:45:00,2023-01-01 20:19:00,Alameda St and Potrero Ave,50.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Mission,9.0
20230057,230022717,37.76491737750546,-122.42188644581422,2023-01-10 18:41:00,2023-01-10 17:51:00,16th St & Valencia St,65.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Mission,9.0
20230131,230050348,37.7657832994918,-122.4075342296065,2023-01-22 02:11:00,2023-01-22 03:13:00,16th St & Potrero Ave,39.0,Male,Passenger,Motor Vehicle Collision,City Street,Mission,9.0
20230135,230052479,37.78315142791792,-122.42255798140488,2023-01-23 06:00:00,2023-01-23 05:30:00,Franklin St between Ellis and Eddy Sts,44.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Western Addition,2.0
20230246,230100943,37.77359235301197,-122.43756151914768,2023-02-11 12:57:00,2023-02-10 23:55:00,Divisadero St between Fell and Oak Sts,36.0,Male,Passenger,Motor Vehicle Collision,City Street,Hayes Valley,5.0
20230550,230251223,37.787232209378764,-122.41326394102023,2023-04-11 12:47:00,2023-04-11 12:13:00,Jones St between Post and and Geary Sts.,66.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Tenderloin,3.0
20230753,230354413,37.799000050102414,-122.44264789723242,2023-05-23 01:36:00,2023-05-23 01:05:00,Lombard and Divisadero Sts,51.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Marina,2.0
20230755,230355154,37.765783298781656,-122.4075342296065,2023-05-23 10:51:00,2023-05-23 10:21:00,16th and Potrero Sts,58.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Mission,9.0
20230816,230382094,37.77123018080332,-122.42026471652224,2023-06-03 03:47:00,2023-06-02 21:39:00,Otis St between Gough and McCoppin Sts and Duboce Avenue,23.0,Male,Standup Powered Device Rider,e-Scooter vs. Vehicle,City Street,Mission,6.0
20230826,230359093,37.802376295760936,-122.43149769980374,2023-06-05 12:37:00,2023-05-24 16:36:00,Laguna and Francisco Sts,84.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Marina,2.0
20230911,,37.74615712815269,-122.38717421911912,2023-06-24 15:00:00,2023-06-24 14:43:00,"3rd St, Arthur Ave, and Cargo Way",24.0,Male,Driver,Motor Vehicle Collision,City Street,Bayview Hunters Point,10.0
20230975,230474726,37.761967528422105,-122.41717893595887,2023-07-09 02:47:00,2023-07-09 02:40:00,18th St and South Van Ness Ave,28.0,Male,Pedestrian,Pedestrian vs Motorcycle,City Street,Mission,9.0
20231011,230472899,37.78591520234827,-122.405536198156,2023-07-14 21:10:00,2023-07-08 10:55:00,"Market St, 100 feet east of 4th and Stockton Sts",55.0,Male,Pedestrian,e-Scooter vs. Pedestrian,City Street,Financial District/South Beach,6.0
20231130,230552140,37.77647864416005,-122.41862179036411,2023-08-06 00:32:00,2023-08-06 00:10:00,Fell St btwn Van Ness Ave and Market St,49.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Tenderloin,6.0
20231175,230576617,37.77551408995729,-122.40629588395058,2023-08-14 23:29:00,2023-08-14 22:42:00,7th St and Harrison St,69.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,South of Market,6.0
20231179,230578817,37.77633297639192,-122.39403506437232,2023-08-15 17:59:00,2023-08-15 17:15:00,4th St and King St,4.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Mission Bay,6.0
20231203,230590980,37.714973580289566,-122.4852679507255,2023-08-19 18:52:00,2023-08-19 18:45:00,Lake Merced Blvd and Brotherhood Way,29.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,Lakeshore,7.0
20231318,230650415,37.74176468143927,-122.50462044625178,2023-09-11 13:55:00,2023-09-11 08:07:00,46th Ave and Taraval St,80.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Sunset/Parkside,4.0
20231370,230676132,37.761700908871845,-122.42157840092688,2023-09-20 20:40:00,2023-09-20 13:28:00,18th St and Valencia St,80.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Mission,9.0
20231384,230654376,37.76995827692024,-122.41544857066104,2023-09-24 23:47:00,2023-09-12 15:36:00,Folsom St north of 13th St,66.0,Male,Moped,Moped vs Motor Vehicle,City Street,Mission,6.0
20231412,,37.7215343987564,-122.40107412908972,2023-09-30 16:20:00,2023-09-30 00:00:00,Mansell St and San Bruno Ave,26.0,Male,Driver,Motor Vehicle Collision,City Street,Portola,10.0
20231495,230749325,37.784753446242426,-122.42119297426264,2023-10-19 00:57:00,2023-10-19 00:51:00,O'Farrell St and Van Ness Ave,61.0,Male,Pedestrian,Pedestrian vs. MUNI,City Street,Tenderloin,5.0
20231540,230771362,37.78724521002077,-122.41663869633356,2023-10-28 11:05:00,2023-10-28 10:50:00,Hyde St and Post St,65.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Nob Hill,3.0
20231716,230856011,37.78402881118103,-122.41936257781369,2023-12-06 01:53:00,2023-12-06 01:46:00,Polk St and Ellis St,34.0,Male,Standup Powered Device Rider,Standup Powered Device & Motor Vehicle,City Street,Tenderloin,5.0
20231735,230868351,37.7695545738225,-122.41508266216732,2023-12-11 14:58:00,2023-12-11 14:50:00,13th St entrance for 1745 Folsom St,74.0,Male,Pedestrian,Motor Vehicle & Pedestrian,City Street,Mission,9.0
20231818,230899823 and 230900464,37.732948177789126,-122.40465679329571,2023-12-31 11:15:00,2023-12-26 06:35:00,Bayshore Blvd and Silver Ave,72.0,Male,Pedestrian,Motor Vehicle & Pedestrian,City Street,Portola,9.0
20240003,240001933,37.70862764286938,-122.47100658775732,2024-01-01 20:56:00,2024-01-01 20:26:00,Junipero Serra Blvd near Palmetto Ave,25.0,Male,Passenger,Motor Vehicle Collision (solo),City Street,Oceanview/Merced/Ingleside,7.0
20240157,240067872,37.7743088953789,-122.45837109976888,2024-01-31 13:43:00,2024-01-31 05:18:00,Arguello Blvd and Fulton St,63.0,Male,Pedestrian,Motor Vehicle & Pedestrian,City Street,Golden Gate Park,1.0
20240196,240084274,37.719844672712526,-122.47522912531122,2024-02-08 01:29:00,2024-02-08 01:06:00,19th Ave and Crespi Dr,32.0,Male,Driver,Motor Vehicle Collision (solo),City Street,West of Twin Peaks,7.0
20240197,240084434,37.77603932137727,-122.40252409619654,2024-02-08 05:06:00,2024-02-08 04:58:00,6th St and Bryant St,31.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,South of Market,6.0
20240275,240124870,37.731010873894895,-122.42943415266656,2024-02-26 11:38:00,2024-02-25 18:40:00,Alemany Blvd and Rousseau St,76.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Outer Mission,11.0
20240304,240137782,37.781619193528,-122.41578340517292,2024-03-02 00:40:00,2024-03-02 00:28:00,Golden Gate Ave between Larkin and Hyde Sts,41.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Tenderloin,5.0
20240346,240152047,37.76877652958726,-122.46833420319396,2024-03-08 03:41:00,2024-03-08 15:20:00,Martin Luther King Dr and Music Concourse Dr,48.0,Male,Motorcyclist,Motorcycle Collision,City Street,Golden Gate Park,7.0
20240391,240169569,37.74116167920914,-122.4663517116426,2024-03-16 12:35:00,2024-03-16 12:13:00,Ulloa St and Lenox Way,40.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,West of Twin Peaks,7.0
20240392,240169569,37.74116167920914,-122.4663517116426,2024-03-16 12:32:00,2024-03-16 12:13:00,Ulloa St and Lenox Way,1.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,West of Twin Peaks,7.0
20240415,240169569,37.74116167920914,-122.4663517116426,2024-03-20 01:40:00,2024-03-16 12:13:00,Ulloa St and Lenox Way,0.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,West of Twin Peaks,7.0
20240461,240201553,37.74882643500533,-122.43607284986888,2024-03-30 11:09:00,2024-03-30 10:27:00,Diamond St between 26th St and 25th St,85.0,Male,Driver,Motor Vehicle Collision (solo),City Street,Noe Valley,8.0
20240644,240280228,37.7215343987564,-122.40107412908972,2024-05-07 10:05:00,2024-05-03 23:32:00,Mansell St and San Bruno Ave,25.0,Male,Passenger,Motor Vehicle Collision,City Street,Portola,10.0
20240727,240323470,37.78486651362074,-122.41278001795564,2024-05-23 13:09:00,2024-05-23 12:37:00,Ellis St and Jones St,55.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Tenderloin,5.0
20240800,240362365,37.74102740715692,-122.42284057702022,2024-06-10 04:13:00,2024-06-10 03:41:00,Cortland Ave and Mission St,41.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Bernal Heights,9.0
20240806,240339847,37.74154540266828,-122.38691906658012,2024-06-11 19:22:00,2024-05-30 09:30:00,Fairfax Ave and Newhall St,70.0,Male,Bicyclist,Bicycle vs Motor Vehicle,City Street,Bayview Hunters Point,10.0
20240831,240379332,37.74409606185266,-122.39874695620964,2024-06-17 21:39:00,2024-06-17 21:33:00,Jerrold Ave and Toland St,43.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Bayview Hunters Point,10.0
20240869,240375631,37.795737108968304,-122.42341305538449,2024-06-24 13:01:00,2024-06-15 23:36:00,Broadway and Van Ness Ave,37.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Russian Hill,3.0
20240903,240407535,37.77792439563106,-122.40324539935226,2024-07-04 05:17:00,2024-06-30 16:48:00,Harrison St between 5th St and 6th St,29.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,South of Market,6.0
20240932,240417841,37.76518313445336,-122.41748659882512,2024-07-10 16:55:00,2024-07-05 01:14:00,16th St and South Van Ness Ave,22.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,Mission,9.0
20240933,240431324,37.719539991206105,-122.44437981137096,2024-07-11 01:00:00,2024-07-11 00:41:00,Geneva Ave between Cayuga Ave and Delano Ave,23.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Outer Mission,11.0
20241038,240497978,37.73652387661112,-122.40666853226892,2024-08-09 15:53:00,2024-08-09 15:38:00,Driveway north of Bayshore Blvd and Helena St,66.0,Male,Bicyclist,Bicycle vs Motor Vehicle,City Street,Bayview Hunters Point,10.0
20241060,240511415,37.73355034353192,-122.4341445363811,2024-08-15 14:58:00,2024-08-15 14:49:00,Bosworth St and Diamond St,61.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Glen Park,8.0
20241132,240553978,37.77896954751244,-122.51336032453428,2024-09-03 16:56:00,2024-09-03 16:39:00,Point Lobos Ave between El Camino Del Mar and Great Highway,56.0,Male,Driver,Motor Vehicle Collision,City Street,Outer Richmond,1.0
20241194,240573409,37.80046921806993,-122.43111528968224,2024-09-19 13:10:00,2024-09-12 05:55:00,Lombard St and Laguna St,70.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Marina,2.0
20241208,240595403,37.800886756145,-122.42782503298606,2024-09-21 23:40:00,2024-09-21 23:32:00,Lombard St and Gough St,52.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Marina,2.0
20241246,240618691,37.780092582972074,-122.48473226149436,2024-10-04 20:21:00,2024-10-02 00:57:00,25th Ave and Geary Blvd,94.0,Male,Pedestrian,Motor Vehicle & Pedestrian,City Street,Outer Richmond,1.0
20241252,240627965,37.81474750300328,-122.37099979101882,2024-10-06 01:40:00,2024-10-06 01:11:00,Treasure Island Rd between Clipper Cove Way and Macalla Rd,24.0,Male,Driver,Motor Vehicle Collision (solo),City Street,Treasure Island,6.0
20241266,240613823,37.779090727722746,-122.46414496915529,2024-10-09 08:00:00,2024-09-30 08:10:00,6th Ave and Anza St,94.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Inner Richmond,1.0
20241287,240648080,37.79046960736645,-122.40633094616489,2024-10-15 00:56:00,2024-10-15 00:29:00,Bush St between Stockton St and Grant Ave,60.0,Male,Motorcyclist,Motorcycle Collision,City Street,Financial District/South Beach,3.0
20241307,240663721,37.76450936167751,-122.4525693538626,2024-10-22 08:50:00,2024-10-22 08:45:00,Parnassus Ave and Stanyan St,70.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Inner Sunset,8.0
20241320,240670845,37.78302995120684,-122.44112747615613,2024-10-25 07:31:00,2024-10-25 06:52:00,Geary Blvd & Broderick St,35.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Western Addition,2.0
20241449,240728814,37.75325578972291,-122.40635925552648,2024-11-23 02:45:00,2024-11-23 02:09:00,Potrero Ave between 23rd and 24th Sts,23.0,Male,Passenger,Motor Vehicle Collision (solo),City Street,Mission,9.0
20241453,240730574,37.76495645963254,-122.42123959323264,2024-11-24 03:19:00,2024-11-24 02:42:00,16th St and Rondel Pl,64.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Mission,9.0
20241454,240732138,37.72001799346312,-122.46123397039224,2024-11-25 01:33:00,2024-11-25 01:15:00,Grafton Ave and Jules Ave,42.0,Female,Driver,Motor Vehicle Collision,City Street,Oceanview/Merced/Ingleside,11.0
20241455,240732138,37.72001799346312,-122.46123397039224,2024-11-25 01:33:00,2024-11-25 01:15:00,Grafton Ave and Jules Ave,36.0,Female,Passenger,Motor Vehicle Collision,City Street,Oceanview/Merced/Ingleside,11.0
20241477,240740642,37.72312996344248,-122.43597688845658,2024-11-29 18:22:00,2024-11-29 13:47:00,Mission St and Persia Ave,44.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,Excelsior,11.0
20241498,240753269,37.72456897945495,-122.47256685795188,2024-12-05 09:32:00,2024-12-03 17:27:00,Junipero Serra Blvd Frontage Road between Lyndhurst Dr and Holloway Ave,70.0,Male,Bicyclist,Bicycle Collision,City Street,West of Twin Peaks,7.0
20241584,240790346,37.77192721601319,-122.4793635089449,2024-12-25 16:05:00,2024-12-25 15:53:00,Park Presidio Bypass Dr and Crossover Dr,30.0,Male,Driver,Motor Vehicle Collision (solo),City Street,Golden Gate Park,1.0
20241591,240792712,37.739784699952665,-122.50728306062491,2024-12-27 06:30:00,2024-12-27 05:42:00,Upper Great Highway and Ulloa St,68.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Sunset/Parkside,4.0
20241592,240790233,37.75008260902825,-122.44334726352884,2024-12-27 09:59:00,2024-12-25 13:57:00,Portola Dr and Market St,88.0,Female,Passenger,Motor Vehicle Collision,City Street,Noe Valley,8.0
20250020,250007824,37.72953192695201,-122.4142253741194,2025-01-04 18:14:00,2025-01-04 17:30:00,Colby St and Silver Ave,81.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Portola,9.0
20250088,250037332,37.77666238244348,-122.40330515252512,2025-01-19 18:15:00,2025-01-19 18:07:00,6th St between Bryant St and Harrison St,27.0,Male,Driver,Motor Vehicle Collision,City Street,South of Market,6.0
20250132,250039861,37.709250950353535,-122.42335343599568,2025-01-28 06:37:00,2025-01-21 06:07:00,Carter St and Geneva Ave,77.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Excelsior,11.0
20250201,250074798,37.79322314630464,-122.4144700752028,2025-02-07 17:01:00,2025-02-07 16:27:00,Clay St and Jones St,61.0,Male,Motorcyclist,Motorcycle Collision,City Street,Nob Hill,3.0
20250275,250065173,37.756551229207936,-122.50890254363296,2025-02-22 14:34:00,2025-02-03 05:09:00,Great Highway and Lawton St,84.0,Male,Driver,Motor Vehicle Collision,City Street,Sunset/Parkside,4.0
20250394,250144448,37.75147244155974,-122.41780160454556,2025-03-13 13:47:00,2025-03-13 13:37:00,Lilac St & 24th St,65.0,Male,Motorcyclist,Motorcycle Collision,City Street,Mission,9.0
20250460,250146494,37.779379683154126,-122.49967318458113,2025-03-27 13:12:00,2025-03-14 15:04:00,Geary Blvd and 39th Ave,77.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Outer Richmond,1.0
20250593,250222812,37.77863203834308,-122.4317632202422,2025-04-25 03:55:00,2025-04-21 20:46:00,Fillmore St and McAllister St,86.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Western Addition,5.0
20250621,250243294,37.77795211542622,-122.40941857673538,2025-05-01 14:27:00,2025-05-01 14:05:00,7th St and Howard St,75.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,South of Market,6.0
20250670,250265191,37.74586455991804,-122.40417867295996,2025-05-12 06:38:00,2025-05-12 06:51:00,Bayshore Blvd Curve near 151 and 185 Bayshore Blvd,47.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Bayview Hunters Point,10.0
20250672,250258237,37.77440707032337,-122.45753740652408,2025-05-12 14:03:00,2025-05-08 13:46:00,Fulton St between Arguello Blvd and Willard North,49.0,Male,Passenger,Motor Vehicle Collision,City Street,Golden Gate Park,1.0
20250736,250295104,37.77274222511701,-122.41273655462956,2025-05-27 05:49:00,2025-05-27 05:13:00,10th St and Folsom St,35.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,South of Market,6.0
20250762,250306999,37.78121347850321,-122.4599996582424,2025-06-02 00:55:00,2025-06-02 00:00:00,2nd Ave and Geary Blvd,67.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Inner Richmond,1.0
20250961,250397885,37.782230575212616,-122.410292026986,2025-07-18 18:09:00,2025-07-18 15:51:00,6th St and Market St,77.0,Male,Pedestrian,e-Scooter vs. Pedestrian,City Street,South of Market,6.0
20250975,250405698,37.72576179108928,-122.4339823563363,2025-07-23 00:37:00,2025-07-23 00:23:00,Mission St and Santa Rosa Ave,50.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Outer Mission,11.0
20250986,250403523,37.774061646668095,-122.4376106248194,2025-07-25 14:10:00,2025-07-21 22:56:00,Divisadero St and Fell St,64.0,Male,Motorcyclist,Pedestrian vs Motorcycle,City Street,Hayes Valley,5.0
20251043,250427733,37.723476015057855,-122.4541384788986,2025-08-06 15:35:00,2025-08-02 22:04:00,Ocean Ave & Lee Ave,83.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,West of Twin Peaks,11.0
20251053,250440478,37.780430696045606,-122.38902830706816,2025-08-09 04:44:00,2025-08-09 04:28:00,King St between Townsend and 2nd Sts,48.0,Male,Motorcyclist,Motor Vehicle Collision (solo),City Street,Mission Bay,6.0
20251061,250442101,37.7797389057742,-122.40715948840256,2025-08-10 03:55:00,2025-08-10 03:15:00,6th St and Howard St,78.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,South of Market,6.0
20251212,250529339,37.80541717138771,-122.41524148548672,2025-09-20 06:29:00,2025-09-20 02:42:00,Taylor St and Bay St,29.0,Female,Driver,Motor Vehicle Collision (solo),City Street,North Beach,3.0
20251262,250558479,37.73893253973922,-122.41518438419276,2025-10-04 02:51:00,2025-10-04 02:10:00,Anderson St and Cortland Ave,27.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Bernal Heights,9.0
20251331,250602731,37.72526880662382,-122.46213312315544,2025-10-26 18:58:00,2025-10-26 18:40:00,Ocean Ave and Ashton Ave,77.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Oceanview/Merced/Ingleside,11.0
20251420,250647157,37.71388616827208,-122.4489504431298,2025-11-17 07:06:00,2025-11-16 23:09:00,Alemany Blvd and Naglee Ave,45.0,Male,Bicyclist,Bicycle vs Motor Vehicle,City Street,Outer Mission,11.0
20251480,250674702,37.79702817325798,-122.41183597379457,2025-12-02 13:34:00,2025-12-02 10:46:00,Mason St between Broadway and Pacific Ave,72.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Chinatown,3.0
20251530,240770360,37.738143654020334,-122.40686774164942,2024-12-14 06:42:00,2024-12-14 06:19:00,Bayshore Blvd between Cortland Ave and Industrial St,65.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Bayview Hunters Point,10.0
20251550,250704365,37.71160284906131,-122.44607044783146,2025-12-17 00:00:00,2025-12-17 18:05:00,Mission St and Naglee Ave,80.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Outer Mission,11.0
20260169,260067200,37.73294878197051,-122.40465709732966,2026-02-07 03:30:00,2026-02-03 16:43:00,Bayshore Blvd and Silver Ave,77.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Portola,9.0
20260202,260090029,37.712179486099856,-122.40245947947986,2026-02-14 18:38:00,2026-02-14 18:09:00,Bayshore Blvd and Arleta Ave,46.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Visitacion Valley,10.0
20260231,260102925,37.7482121505997,-122.41586279267656,2026-02-21 23:28:00,2026-02-21 23:20:00,Cesar Chavez St and South Van Ness Ave,62.0,Male,Standup Powered Device Rider,Standup Powered Device & Motor Vehicle,City Street,Mission,9.0
20260254,260114760,37.77423258376262,-122.39159088105866,2026-02-27 23:23:00,2026-02-27 20:25:00,4th St and Channel St,2.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Mission Bay,6.0
20260298,260126919,37.798031071704635,-122.4054958271876,2026-03-05 22:50:00,2026-03-05 22:41:00,Kearny St and Broadway,37.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,North Beach,3.0
20260299,260127127,37.7115952849854,-122.44608489700644,2026-03-06 03:21:00,2026-03-05 02:25:00,Mission St and Naglee Ave,42.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Outer Mission,11.0
20260377,260164931,37.78791098332102,-122.40390042687956,2026-03-24 07:53:00,2026-03-24 06:45:00,Geary St and Kearny St,58.0,Male,Pedestrian,Pedestrian vs. MUNI,City Street,Financial District/South Beach,3.0
20260390,260171873,37.796069736851614,-122.40628770261458,2026-03-27 00:00:00,2026-03-27 07:43:00,670 Jackson St at Grant St,49.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,Chinatown,3.0
2024039699,240169569,37.74116167920914,-122.4663517116426,2024-03-17 04:26:00,2024-03-16 12:13:00,Ulloa St and Lenox Way,38.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,West of Twin Peaks,7.0
